# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
PWY-5686: UMP biosynthesis I|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	2.7297249612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Stenotrophomonas.s__Stenotrophomonas_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0322523308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Variovorax.s__Variovorax_paradoxus	14.6336710190	0	0	0	0	16.0060600787	0	49.7950442725	0	38.9939216443	0	0	0	0	0	0	0	0	0	0	26.6647111287	0	0	25.7090077294	0	35.3551053091	14.4140361808	0	12.8183234183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|unclassified	3726.8205429642	4030.8177631788	3484.7025204395	3761.4655179172	3540.7033426848	4228.9011831358	2565.0465149748	3515.9945843457	2442.7816059977	2889.8618562692	3371.0189375154	4135.1796966810	3257.0739678095	3658.1925336364	3998.8021025580	4067.1911055679	3912.2963708601	4370.6076165050	3440.3200642157	3792.4617478373	3515.7124167878	3778.7196678866	4384.5814452012	3802.1146126291	4089.3575665909	3903.4727802868	4756.4548348952	3674.3819027199	4587.6759848520	4275.0880812089	4385.8301038892	4359.9425458321	4120.1867469649	4474.7521196037	3825.2087876439	4404.1843052613	4236.9862101164	3898.0418782820	4147.7731081355	4278.6252345017	4146.7387135554	4872.4745245268	5574.6002420696	3873.7344462427	6996.1448962206	4250.2193337574	4225.2693380483	4107.4771692421	4352.4309900515	3956.4128867330	6047.3480138758	3834.3524981993	4188.2810138693	4447.7102766689	4052.5308331844	4911.7832627878	4350.7823904765	3588.7756293018	4329.9526072742	4332.1423581565
PWY-5690: TCA cycle II (plants and fungi)	914.4562951845	978.3727925839	820.0908653607	806.7014691316	957.3720730403	1084.2232132412	554.5181163355	973.0338393916	525.7740921681	827.4437207645	679.9437029191	853.7588144943	794.8264337470	900.6278169365	833.5726748130	806.0773733814	789.0791456253	1032.5944035620	825.0838574535	942.4951573673	994.5556878948	917.6874961834	1030.8211151052	940.0149247322	1075.4222233515	898.1829824662	1072.7384342381	1001.2340201346	1005.1189095347	1083.6740757967	914.8188117428	863.3598436648	876.6940870536	919.4066273611	795.7442669684	930.4241875944	840.9176499059	826.0326862163	878.8572451725	879.8254417402	841.2793108451	1048.7819692739	1166.0755251564	837.6883344210	1461.1534298796	776.7110678831	969.6948992545	832.2316729249	848.8256464144	863.1858044838	1337.2202951432	759.5630471521	860.4620855602	936.4833240570	838.5088384280	1017.5231718073	952.2397203192	744.6524594930	863.8641506934	975.0660565300
PWY-5690: TCA cycle II (plants and fungi)|unclassified	749.8720121205	889.3860293492	740.9123622621	740.2664030383	863.7508960648	961.2870012588	525.6109765033	743.5807529214	501.2813203877	643.1239039113	651.9640916638	829.9018459214	739.9468793368	879.6711979870	805.4058363527	773.5296294543	737.8343153722	980.2314165133	790.3825103379	926.9542069682	731.3154280105	811.0235947510	911.8013958558	748.6206355032	963.4668715853	750.9778255786	969.0073635263	768.8879680917	893.7718106385	953.2183743602	912.5486327670	860.4432332677	856.2351010970	915.1263404926	793.7413054442	928.2387833551	838.9099672917	823.2936124161	853.9237928730	876.6088575955	839.2218738043	1046.3143836337	1162.6999082413	836.1497307024	1457.0761536602	739.8320317364	941.2043482048	829.9401446531	844.8802797445	859.4942471113	1184.2325462221	755.5590178043	856.8050491904	914.1834111837	835.0189035610	1014.4157601884	892.9843388438	741.8098292637	846.8064046347	957.1123980802
PWY-5692: allantoin degradation to glyoxylate II	18.2239395207	18.7819601985	15.7821195963	12.6326588564	17.4549575987	28.2526528490	0	22.4527103026	12.0986388797	24.4564402657	14.7852956513	16.1645153520	0	17.2022708477	5.4840936127	4.0472646036	0	15.9040327338	16.0314012303	3.2726963419	19.3613537073	25.2081889348	10.3258976128	25.3533692934	15.4199484603	26.5943268186	23.0388292080	21.0358464951	20.9910859375	22.6792369128	15.3348380538	0	10.5287356910	4.4112418927	4.3686692769	6.9312256497	6.1853817489	3.8416058415	0	4.4958076604	9.3712828957	12.2170941465	14.4970719580	5.6790220233	14.3181245397	0	0	3.3976932240	0	9.7654493925	10.9782870065	0	9.1084117915	12.7814538156	11.9805769770	9.6081743394	18.9060818568	12.3523305672	12.7860662175	4.3166709645
PWY-5692: allantoin degradation to glyoxylate II|unclassified	18.2010933501	18.7819601985	15.7821195963	12.6179894179	17.4549575987	23.3018406117	0	15.3255647450	12.0986388797	24.4564402657	14.7852956513	16.1645153520	0	17.2022708477	5.4840936127	4.0472646036	0	15.9040327338	16.0314012303	3.2726963419	12.6680076988	25.1359270630	10.3258976128	14.6528866140	15.4199484603	26.5943268186	19.9764482105	21.0358464951	20.9910859375	22.6792369128	15.3348380538	0	10.5287356910	4.4112418927	4.3686692769	6.9312256497	6.1853817489	3.8416058415	0	4.4958076604	9.3712828957	12.2170941465	14.4970719580	5.6790220233	14.3181245397	0	0	3.3976932240	0	9.7654493925	10.9782870065	0	9.1084117915	12.7814538156	11.9805769770	9.6081743394	18.9060818568	12.3523305672	12.7860662175	4.3166709645
PWY-5695: inosine 5'-phosphate degradation	3085.6806913040	2935.5747866615	2573.9022501865	2746.7305293276	2507.7926822576	2998.4149344634	2012.9351996995	3327.7243087257	1786.9962952552	2179.5636078890	2514.9872169869	2923.0531234781	2667.5535804396	2733.2610335148	2937.4624497023	3088.2239247878	3027.6604803459	3336.5069796147	2642.3173594252	2961.0495092349	3152.9817194978	2718.8066950691	3273.5739213215	2986.0611036229	3273.2759779995	3038.7775430901	3365.1320400135	2922.5014970589	3292.2190555198	3191.8076253841	3227.0938664560	3382.3659713440	2968.6416691267	3372.3736274922	2908.2900479290	3099.7029065979	2990.3471416428	2842.4372943455	3001.0740985454	2865.7773557708	2998.2990208788	3688.9609443846	4174.9464367279	2877.1671861342	5340.5156180787	3219.8223915089	3077.5755217363	3100.4305001029	3422.9483099592	2992.8928432695	4502.4895462857	2775.2489064141	3148.7523898992	3385.6881754056	2888.5952210779	3586.3627174308	3282.8351740521	2679.1458563355	3305.9551747377	3320.9721438731
PWY-5695: inosine 5'-phosphate degradation|g__Acinetobacter.s__Acinetobacter_calcoaceticus	0	0	0	0	21.4812968962	12.0047582951	0	8.4679700194	6.4204427598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3481015354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Burkholderia.s__Burkholderia_cenocepacia	20.1675471833	2.6533006197	0	8.3430277637	5.2969983556	20.6138826135	3.9437579480	42.9147829436	0	38.1119195243	0	0	3.1184666547	0	0	0	0	0	0	0	53.7573815542	0	0	0	0	1.2734231098	0	15.2246571421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Burkholderia.s__Burkholderia_cepacia	13.6296233325	8.4404579283	0	0	7.8515413365	10.2473988321	6.3711349960	18.5776524221	0	42.9467891017	0	0	2.5934730927	0	0	0	0	0	0	0	26.2403250508	0	0	0	0	7.2995591806	0	6.8077009211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Burkholderia.s__Burkholderia_lata	0	0	0	0	0	0	1.1142409876	9.0644198394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3107726652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Burkholderia.s__Burkholderia_reimsis	0	0	0	0	0	0	3.4248310241	5.0447557249	0	0	0	0	1.2587227983	0	0	0	0	0	0	0	0	0	0	0	0	1.3152759848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Burkholderia.s__Burkholderia_sp_WP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0978042222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Caballeronia.s__Caballeronia_grimmiae	0	0	0	0	0	0	0	2.0425531915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Caballeronia.s__Caballeronia_turbans	0	0	0	0	0	0	0	7.2594894503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Chryseobacterium.s__Chryseobacterium_culicis	0	0	0	0	0	0	17.6129390800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Chryseobacterium.s__Chryseobacterium_zeae	0	0	0	0	0	0	0	24.4974880832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9111514168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Enterobacter.s__Enterobacter_bugandensis	2.2939431661	0	0.8168266285	0	0	0	0	4.9758708419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2220146387	0	0	0	0	1.0715720855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	1.3419895409	0	5.3050023367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Enterobacter.s__Enterobacter_mori	0	0	3.0754060852	0	0	0	0	30.2653932722	1.8231540565	12.3550446273	0	0	0	0	0	0	0	0	11.7323177709	0	12.9348009348	0	0	0	5.8518238511	3.9524296856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4967201849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Herbaspirillum.s__Herbaspirillum_aquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5828410945	0	0	8.5567188963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Herbaspirillum.s__Herbaspirillum_frisingense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3509000751	0	0	2.1237058667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Herbaspirillum.s__Herbaspirillum_seropedicae	0	0	12.5653889436	0	0	0	0	0	12.9476373178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	1.0462987183	0	0	3.9196964292	0	0	0	0	0	0	0	0	0	0	0	0	15.5610837232	0	0	0	0	0	6.3067196693	0	1.0487676980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	1.5968063872	0	0	0	0	1.3168136676	0	0	0	0	0	0	0	0	0	2.5589251969	6.9955937742	0	1.3206550449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	10.2371774581	0	0	0	5.7625037002	0	0	0	0	0	0	0	0	2.0090406831	0	0	0	0	0	0	0	0	0	0	0.9226284331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Klebsiella.s__Klebsiella_variicola	10.0568810299	0	0	0	0	0	0	0	0	2.7628995387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2491774773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Leclercia.s__Leclercia_adecarboxylata	0	0	0	0	0	0	0	1.1592522823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7985921639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Lelliottia.s__Lelliottia_nimipressuralis	3.8644672017	0	2.1005093735	0	3.1316461090	1.9441069259	0	6.8032952298	1.0832771205	0	0	0	2.5538302736	0	0	1.3786092077	0	0	0	0	3.0046661935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Massilia.s__Massilia_phosphatilytica	107.7181033491	0	67.8259777500	45.3623493294	24.3573558887	31.4329384486	46.3610199250	81.7475920037	0	77.9215330564	0	0	0	0	0	0	0	0	0	6.4473959565	90.4940941680	72.3648758770	48.6452713002	93.7487796739	48.0796471219	52.0431405846	0	0	0	17.0403820588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Mesorhizobium.s__Mesorhizobium_japonicum	7.8727960580	0	4.4808669419	5.8483807296	0	0	0	16.6921251571	0	0	0	8.6145163087	7.2744067894	0	4.0906553505	0	0	0	0	6.0662959486	0	0	9.1316750701	11.4924878082	7.9134972839	4.9256417543	6.2666557121	16.1344718380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Mesorhizobium.s__Mesorhizobium_loti	4.3742937338	0	0	3.4333176482	0	3.2320620556	0	2.6080509005	0	0	0	7.6453697417	2.7444440171	0	2.3376319788	0	0	0	0	4.9473315331	5.8882398847	0	0	7.4542445489	2.4222851558	4.1085337670	5.2851794759	10.6803002465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8274058004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Microbacterium.s__Microbacterium_azadirachtae	0	0	0	0	0	0	0	75.5043873036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Microbacterium.s__Microbacterium_hominis	0	0	0	0	0	0	0	4.1031167109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	4.4855786020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_agglomerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7190895742	7.2613313957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7837128207	4.7907466656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	2.3308612848	0	0	0	0	0	0	0	0	3.3102349242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_deleyi	0	0	0	0	0	0	0	20.0365927291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_eucrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2231646717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_sesami	1.8351301372	0	27.6590475189	0	34.6692491101	13.5103671973	48.1282871176	122.3550196224	8.2437004576	17.9746048338	0	5.1538643245	116.0655619497	27.0178057898	0	21.3220720945	0	20.5771661967	0	23.4988077116	267.6568949181	56.5253878904	52.1470574511	50.4375151763	22.4748094004	74.6578502679	0	14.5555278331	11.6298381025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4834274433	7.6453519174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Paraburkholderia.s__Paraburkholderia_caribensis	7.3847756986	0	0	0	0	0	0	9.9840393737	0	16.4257411158	0	0	0	0	0	0	0	0	0	0	23.0581385291	5.5272414631	7.3298771040	21.8536355537	0	4.9158418123	3.9188792005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Paraburkholderia.s__Paraburkholderia_phenoliruptrix	0	0	0	0	0	0	0	9.3387797474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Paraburkholderia.s__Paraburkholderia_phytofirmans	0	0	0	0	0	0	0	9.6386828701	0	4.6245937645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_abietaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9995257859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_arsenicoxydans	0	0	0	0	0	0	0	0	0	0	0	11.6770259727	0	0	0	0	0	0	19.1123290400	0	0	0	0	6.5003894007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	6.8219330948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7866239476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	1.2957507239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4492668619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_putida_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7742080172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Pseudomonas.s__Pseudomonas_sp_HMWF006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5400277630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Ralstonia.s__Ralstonia_sp_NFACC01	0	0	0	0	16.7072215817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Rhizobium.s__Rhizobium_etli	0	0	0	0	0	0	0	15.6228599001	0	0	0	0	0	0	0	0	0	0	0	0	9.4948543627	0	0	17.2823804307	0	15.9686464207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Rhizobium.s__Rhizobium_lusitanum	0	0	0	0	0	0	0	33.7666595641	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8583975724	0	35.2437924256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Sphingobacterium.s__Sphingobacterium_multivorum	2.1124529099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Sphingobacterium.s__Sphingobacterium_sp_B29	4.1625715442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Stenotrophomonas.s__Stenotrophomonas_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0231012672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Variovorax.s__Variovorax_boronicumulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6618123892	6.1948203383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Variovorax.s__Variovorax_paradoxus	0	0	0	0	0	15.2126297693	13.8686374900	43.6961014817	0	34.9653461582	0	0	0	0	0	0	0	0	0	0	13.8213482619	13.7702430635	10.3573734880	22.0270340075	11.1968807031	32.0915142690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
