# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
ko00400|g__Klebsiella.s__Klebsiella_pneumoniae	0.7428315542	0	0.0453150269	0	0.4936851667	0.2398573050	0	0.9622712188	0.4899758797	0.0952545333	0	0	0	0	0	0	0	0	0	0.0684851446	0.9269509714	0.2443478668	0	0.3529745473	0	0	0.0447200525	0	0.0144460656	0.0921853958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Klebsiella.s__Klebsiella_variicola	11.1340019951	0	0	0	0	0	0	0	0	1.5645578461	0	0	0	0	0	0	0	0	0	0	0	0.2677881996	0	0	6.6989226567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Kutzneria.s__Kutzneria_sp_744	0	0	0	0	0	0	0	0.6729712636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1321119864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Leclercia.s__Leclercia_adecarboxylata	0.2465411986	0	0.1201098147	0	0	0	0	0.5960336669	0.2828879959	0.3052960848	0	0	0	0	0	0.1680277252	0	0	0	0.1370698898	0.2616766632	0.0343170899	0	0.3709756970	0	0.0343170899	0	0	0.0356836997	0.2001988842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Lelliottia.s__Lelliottia_amnigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0864827467	0	0	0	0	0.0688539264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Lelliottia.s__Lelliottia_nimipressuralis	0.6264234636	0	0.8997510747	0.0222776689	0.6096795241	0.6693075294	0.0567200278	0.9129305375	0	0.1311966258	0	0	0.4611734433	0.2140147975	0	0.2030808374	0	0.2269924089	0	0.1340189784	0.5563603980	0.1019128938	0.3407012787	0.2843912321	0.0641110364	0.2664900171	0.0344269632	0.2013388216	0.1861413885	0.1042911995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Luteibacter.s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0	1.0806490472	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5332667052	2.1817042452	1.3985736653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Luteibacter.s__Luteibacter_sp_UNCMF331Sha3_1	0	0	0.2187628409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1523754662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Mesorhizobium.s__Mesorhizobium_huakuii	1.4246588830	1.3854128937	0.7199450279	1.6527219006	0	2.1200134945	0	2.1055415880	0	0.7022493927	1.0870607636	0	0	0.9623541356	1.7943691906	0	1.0212106041	0	0.5787417042	1.2187392133	1.5267242781	1.8711748362	2.5212334294	3.9448665212	1.7029934483	1.7608640957	1.4129561822	2.1576066218	0.8753813503	2.5612922269	0	0	0	0	0	0	0	0.1127904354	0	0	0	0	0	0	0	0	0	0	0	0	0.3138417807	0	0	0	0	0	0.6107764489	0	0	0
ko00400|g__Mesorhizobium.s__Mesorhizobium_japonicum	3.3645438086	2.0215031089	0.4130545146	2.2371410420	2.2618083983	4.4872311167	3.3862240779	5.8843329010	2.0156926615	2.3357023988	4.8151616443	6.7459179088	2.5051743782	2.7092430419	3.5643896811	3.9644180149	1.7689315012	1.5996451404	1.2186396827	2.6037855838	3.3884016147	2.8525077119	4.7178545520	6.5290959268	2.9637252744	4.1547221546	4.7128430748	3.5982852563	2.8551961876	3.0848564976	0	0	0.2786873824	0	0	0.2665515818	0	0.1127904354	0.5848657642	0	0.3300822648	0	0	0	0	0	0.1599573447	0	0.6101185934	0	0.6525360929	0.2132764596	0.5954055363	0	0.3542830346	0	1.3613566209	0	0.8497912577	0.3669135318
ko00400|g__Mesorhizobium.s__Mesorhizobium_loti	1.2111361153	1.1728095526	0.4429142348	1.3523483011	0.3135490378	1.6686940111	0.7110682111	2.0074307028	0.2568517794	0.8208724756	1.2257808059	1.5543404874	1.1661687719	1.2717734774	1.2376293404	0.8795474634	1.1162816550	0.5076930811	0.3753418212	0.9214912065	1.2834877132	2.1604067841	1.5916320738	3.1302995352	1.0554817268	1.2549546307	1.9016710320	2.3681231336	1.3741088605	1.8932152745	0	0	0	0	0	0.1332977873	0	0	0.1943256899	0	0	0	0	0	0	0	0.1066162153	0	0.4360330929	0	0.6602477224	0.2132764596	0.8832448233	0	0.1066382298	0	0.2235555028	0	0.4557380280	0
ko00400|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0.0531620259	0	0	0	0	1.7150430085	0	0	0	0	0	0	0	0	0	0	0.4724944888	0.5061912578	0	0.6733453812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Microbacterium.s__Microbacterium_azadirachtae	0	0	0	0	0	0	0	0.4359197908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Microcoleus.s__Microcoleus_vaginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690750846	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Niastella.s__Niastella_koreensis	0.3302574164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8166501817	0.7422350637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Niastella.s__Niastella_vici	0	0	0	0	0	0	0	0	0	0	0.3439841003	0	0.3574300777	0.7376149212	0	0	0	0	0.4467875972	0	0	0	0.4127447932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Nitrosospira.s__Nitrosospira_multiformis	0.1469615695	0	0	0	0	3.1407590120	0	1.7832921911	0	0.8356206876	0	0	0	0	0	0	0	0	0	0	0.6339399462	0	0	0.5133775756	0	0	0	1.5084370639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6376961857	0	0	0	0	0	0	0	0	0
ko00400|g__Novosphingobium.s__Novosphingobium_resinovorum	0	0	0	0	0	0	0	0	0	0.3598626749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2870895800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1381501692	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Paenarthrobacter.s__Paenarthrobacter_nicotinovorans	0.0920782051	0	0	0	0	0	0	0.7715600374	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0649006507	0.0342079157	0.0613562945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_agglomerans	0.1729654934	0	0	0	0	0	0	0.3602437132	0	0.1729654934	0	0.2594482401	0	0	0.1729654934	1.4412869010	2.1362952454	0	0	0.1908950985	0	0	0.2039233288	0.1489979885	0	0.0864827467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	0.4400098468	0	0	0	0	0	0	0	2.3304176763	3.0041007814	0	0	0.2183838061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	0.4520227577	0	0	0	0	0	0	0.1727342561	2.5041989162	1.9572341708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_deleyi	0	0	0	0	0	0	0	2.2977231671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_dispersa	0	0	0	0	0	0	0	0	0	0.4145703657	0	0	0	0	0	2.6127466074	1.4062472158	0	0	0	0	0	0	0.1362369168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_eucrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5842828930	0.2314853593	0.5760993693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_sesami	1.1785503783	0.6313731418	8.0246767910	1.0700018360	9.1195650810	3.5416137942	12.7961918776	33.4131378218	4.4033514169	5.3523503534	0.3314979712	0.2745367193	35.6328963328	10.5758210918	2.0214777734	5.4365634593	0	6.5166344057	0.9221087007	5.5968130420	77.5635143641	13.3523953742	14.8211784035	13.2577743844	4.5742351209	21.8061519260	0.5521507757	4.3237410117	1.9491637893	2.7603647698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	0.3553146902	0	0	0	0	0	0.1729654934	0	2.5092263606	2.4133642957	0	0	0.2470104522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_caledonica	1.5262551511	0.2968987530	1.3914377972	0.9726142645	0.6892797425	2.4505674477	0.8525770133	5.7047248648	0.5093308591	5.1924421365	0.2743412762	0.0730646988	0.2457714715	0.4590740545	0.2401344753	0.0365323494	0.1998530809	0.1035606513	0.2604778178	0.1730594973	3.2431521963	3.5089850859	3.0811183424	2.5537318768	1.4940671802	1.3660745528	0.2421369594	2.0491178077	1.2238328634	0.3109570671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348735833	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_caribensis	2.7983438318	1.0661037982	3.2517902179	1.9888859111	2.5102656227	1.2760258263	0.9386247508	4.9237364297	0.2092038391	8.9892586583	0	0.4525505674	0.7241754828	0.2526707164	0	0.2319449856	0.4446859619	0.1925181066	0.9930934452	0.0714928143	10.0146129995	1.9361218678	1.6182586291	8.3060431706	1.7720339450	2.6439570285	0.3550340244	2.6578701580	0.5340236588	0.4609857350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348735833	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_graminis	10.1271766975	0.7686632208	3.4557944109	0.5518775811	0.1144626305	2.2917590753	4.1609362457	8.2133584571	1.0070954721	13.3606880501	0	0	0	0	0	0	0	0.1269226127	0.2828605903	0	6.4340922330	4.6114226016	6.7560742675	2.1101073885	0.9195951061	2.0966338998	0.5344114970	2.0660340783	1.2085936516	0.4885143977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_phenoliruptrix	0	0	0	0	0	0	0	5.7749962209	0	0.6149787029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_phytofirmans	0	0	0	0	0	0	0	8.5935784715	0	4.9998702234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_sediminicola	1.9225821696	0.5752373133	2.0934833591	0.4123282458	0.5378205204	0.5941582985	0.6918371652	0.5825940535	0.2916226177	1.4422268475	0.1128852172	0.1365271479	0	0.1761953516	0.1249799087	0.7240239122	0.0984617781	0.2003451203	0.2574199381	0.0354484225	1.6835212770	0.9642101990	1.0545200659	1.0392225058	0.5260032228	0.3447209463	0	0.2497187014	0.6450434601	0.1739580772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1046207498	0	0	0
ko00400|g__Paraburkholderia.s__Paraburkholderia_terricola	3.9369408165	0.6645283612	2.9959583425	0.7250648188	0.2095627333	0.8866325932	0.5728377026	1.1281533006	0.4451115960	1.1658439830	0.2482337397	0.0348735833	0.0694111256	0.0860501146	0.0348735833	1.0103227726	0.0338845216	0.2789083622	0	0.1046207498	2.1543330464	0.9095012724	0.9988761627	1.1780594683	0.8990330430	0.6850145658	0	0.4612571984	1.5341955498	0.1749055017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0697471665	0	0	0
ko00400|g__Pedobacter.s__Pedobacter_himalayensis	0.0842087355	0	0	0	0	0	0.1061120543	0.3333410688	0	0	0	0	0.0675801641	0.0344269632	0	0	0	0.1061120543	0	0.0344269632	0.1423114762	0.0343170899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudarthrobacter.s__Pseudarthrobacter_sp_AG30	0	0	0	0	0	2.2875246988	0	3.1740837926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_abietaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9185833999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_arsenicoxydans	0.3346725567	0	1.3478380739	0	0	0	0	3.9455095942	0	0	0	1.2845638500	0.5452810999	0	0	0.2864201067	1.7423129356	0	4.3655373794	1.5192913817	0	0.1016535647	0	2.8176034386	0.9614318990	1.6070293590	2.0440054103	0.3099758193	0.8148118859	3.9538261948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_chlororaphis	0	0	0	0	0	0	0.4359197908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_extremaustralis	0.2532882146	0	0	0	0	0.3152253862	0	1.6902306230	0.1356094220	0.0940836864	0.3535928430	0	0	0	0	0	0	0	0	0	0.8332134064	0.1016535647	0	0.8140183933	0	0.3402777805	0	0	0.2846190871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	2.4605468062	0	0	0.2402417355	0	0	0	0	0	0	0	0	0.3351226966	0.5055936187	0	0	1.1982549265	0.1931060747	0.3853890301	0	0	0.2993785314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_monteilii	0	0	0	0	0	0	0	0	0.1444390948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2888781897	0.1925854598	0	0	0	0	0.3370245546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_putida	0	0	0.8950962210	0	0	0.1061120543	0.0871839582	0.4234288542	0	0.3867712510	0	0	0	0	0	0	0	0	0	0	0.9222693155	0	0	3.9454510486	1.8783314006	0	0	0	0	1.3112496977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_putida_group	0	0	0.8142956572	0	0	0	0.0871839582	0.6627129735	0.2746163463	0.4527271580	0	0	0	0	0	0	0	0	0	0	0.9749592513	0	0	5.2381665725	2.2736486360	0	0	0	0	0.9921241175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_sp_HMWF006	0	0	0	0	0	0	0	0	0	0.3430490694	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6209938339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Pseudomonas.s__Pseudomonas_umsongensis	0	0	0.3129939268	0	0	0	0	0	0	0	0	0.0937734434	0	0	0	0	0	0	0.5389138446	0.1012019622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Ralstonia.s__Ralstonia_sp_NFACC01	8.1105042112	0	0	0	7.5107630412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6358489065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhizobium.s__Rhizobium_etli	0	0	1.1504179234	0.7357757660	0	0.7651432329	0.1019749142	2.8473010455	0.0339916381	0.5338856691	0	0.0316100583	0	0	0	0.2952721340	0	0	0.5979338184	0	1.2737748817	0.6589057628	0.2853834148	4.1445070320	1.1654122985	1.8741045794	0.6262798491	0.5379952702	0	0.4951591907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhizobium.s__Rhizobium_lusitanum	3.7740689092	0	3.9592521969	3.2883781010	1.0272737436	5.1307524820	0.0679832761	16.6630979722	0.2719331045	4.6909376996	0.6837338352	0.4972133790	0.5314639744	0	0	0.1708412687	0	0	0.1701444772	0	2.1823496122	3.2694112217	5.6018694111	13.9007870280	0.4567341313	1.2040472620	1.1636582792	1.0938940363	2.2138027579	1.8290972488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhizobium.s__Rhizobium_sp_AC44_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4446456973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhizobium.s__Rhizobium_tropici	1.6448446224	1.7161786460	1.0005408309	1.1478444816	2.3033099748	1.6644072992	0.7275738998	1.7241444661	0.9732497328	1.4290831687	1.3726238600	0.8681711263	1.1791579725	1.3270547697	1.3058699785	1.6385846179	1.4242111820	1.0312281425	1.0158550918	1.0212390600	1.5840031646	2.0957446277	2.0590600019	2.8517566145	2.0723179335	1.8629554497	2.4103963381	2.1774024732	2.1911598214	2.3567804903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhizobium.s__Rhizobium_tubonense	0	0	0.4034762208	0	0.0948043708	0.3250966696	0	0.4259479372	0	0.1492869134	0.0263331139	0	0.0789778628	0	0	0	0	0	0	0	0.2575020528	0.4664291926	0.2418286671	0.7362919314	0.2003930465	0.9449745972	0.5025930407	0.6130162595	0.7912273173	0.7687916873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhodanobacter.s__Rhodanobacter_denitrificans	0	0	0.7536518565	0	0.4767355074	0.7921147101	0	0	0	0.7743037863	0	0	0	0	0	0	0	0	0	0	2.2383922806	0	0	1.2006358606	0	0	0	2.3306732827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3784299236	0	0	0	0	0	0	0	0	0
ko00400|g__Rhodanobacter.s__Rhodanobacter_sp_C06	0	0	0	0	0.7184839881	0.7560585783	0	0	0	0.5176620507	0	0	0	0	0	0	0	0	0	0	1.0218922320	0	0	0	0	0	0.7790934906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhodanobacter.s__Rhodanobacter_sp_Soil772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7214832160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0191614633	0	0	0	0	0	0	0	0	0
ko00400|g__Rhodoferax.s__Rhodoferax_koreense	0	0	0	0	0	0	0	0.5288886663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Rhodoplanes.s__Rhodoplanes_sp_Z2_YC6860	0	0.4440659112	0.9128784164	0	1.4537987358	0.9473871830	0	0.9139056686	0	0	0	0	1.0887113862	0	0	0	0	0	0	0	0	0	0.9265328114	2.3929517461	1.2592196269	1.7300823357	0	1.6132528493	2.2704264352	1.2634467477	0	0.9100835894	0	0.9075005019	0	0	0	0.8007807816	0	0	0	0	0	0	0	0	0	0	0	0	1.1611623558	1.6166355625	2.1391087972	1.5618641297	0.6154015322	0	1.6004929284	0	0.7878324475	0.7348376368
ko00400|g__Sphingomonas.s__Sphingomonas_panacis	0	0	0	0	0	0	0	0	0	1.2428865269	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2498660148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Sphingomonas.s__Sphingomonas_taxi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3141786563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Sphingomonas.s__Sphingomonas_yabuuchiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3158732509	0	0	0	0.4205092699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Stenotrophomonas.s__Stenotrophomonas_indicatrix	0.5372636367	0.2122241087	0	0	0.3183361630	4.3182424940	0	0.2540005080	0	9.1323997173	1.1458879443	0	0	0	0	0	0	0	0.1637465204	0	2.8884029899	2.9879404719	7.1643096149	9.9236656332	2.7700753683	0.5985576539	0	0	0	1.9134770035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0.1093493712	0	0	0	0.0675561561	0	0	0	1.2408834148	0	0	0	0	0	0	0	0	0	0	0.2611704918	0.1102869357	0.5473353986	0.6404827657	0.3375715883	0	0	0	0	0.1461514665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Stenotrophomonas.s__Stenotrophomonas_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3390617063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Streptomyces.s__Streptomyces_canus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7664798152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Streptomyces.s__Streptomyces_diastatochromogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5651418472	0	0.7934197793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Streptomyces.s__Streptomyces_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3777245323	0	0.1118130486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Streptomyces.s__Streptomyces_olivochromogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485083677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400|g__Streptomyces.s__Streptomyces_sp_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9074866271	0.0818040520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
